InventoryID,DateKey,ProductKey,WarehouseKey,OpeningStock,ClosingStock,StockIn,StockOut,InventoryValue
5694,510,242,27,4400,3973,1147,1142,969177.14
5695,880,83,43,4286,297,1671,1152,988564.09
5696,438,278,4,3878,1594,1591,337,606909.48
5697,385,131,3,2477,3166,826,1188,4934971.73
5698,829,162,12,2918,4891,202,710,2160928.03
5699,481,112,22,1457,1211,125,1762,1687124.97
5700,933,181,14,2678,2991,202,1968,2830196.37
5701,808,142,15,3282,4765,1506,815,3935511.43
5702,805,204,25,4953,2422,1725,553,3149762.25
5703,635,92,43,2600,673,1742,308,2628190.61
5704,957,69,27,1619,268,1479,1212,3804364.21
5705,869,229,40,1484,1788,533,130,4512855.65
5706,907,100,44,4564,4488,1441,898,3136910.08
5707,440,160,32,2765,4898,1127,668,2214041.02
5708,187,296,9,1766,1584,493,1504,2261688.78
5709,983,296,2,3533,856,797,1003,376331.51
5710,774,54,8,3202,975,1792,1299,1777825.8
5711,814,111,49,4917,1549,1790,1488,1698611.8
5712,944,178,36,1206,2458,125,69,4148162.87
5713,995,153,30,1478,2662,1030,1476,4285914.01
5714,274,131,18,1770,208,550,1013,2221075.48
5715,770,26,19,1792,1047,770,601,3190946.7
5716,209,168,21,3806,4067,1470,1242,662294.41
5717,947,193,49,463,2310,326,1970,2278772.7
5718,797,146,13,449,400,1622,882,4236212.06
5719,66,189,10,1843,1403,89,1428,567393.59
5720,1057,108,12,2441,644,651,46,2411950.16
5721,261,290,11,3521,777,418,497,671077.59
5722,489,11,5,1793,1376,1693,1826,2239628.85
5723,1055,90,15,4392,9,52,603,347861.37
5724,330,15,36,4319,4843,1824,434,1835574.95
5725,461,24,43,116,2479,444,1020,4879612.24
5726,580,220,16,2845,1951,1456,143,3581566.51
5727,90,39,4,3505,4820,1020,1303,4437380.89
5728,4,42,15,1100,4882,1757,1052,4413727.41
5729,615,71,37,3103,2064,633,171,4462638.48
5730,655,176,39,3453,3668,1267,1071,1498027.61
5731,545,36,29,527,4768,584,1020,1376556.89
5732,621,211,41,2016,3849,1402,737,1892991.24
5733,158,40,37,3732,3835,574,1844,1066337.63
5734,198,212,9,4923,4387,1272,1602,2045187.08
5735,738,134,6,3746,3600,1332,1417,2569177.14
5736,752,39,49,2775,672,1059,1875,1959192.32
5737,362,71,8,4374,2589,1866,1775,2230632.61
5738,195,129,4,4553,2073,1793,957,4510600.17
5739,10,61,43,3936,2722,204,103,303971.28
5740,348,20,15,4073,1577,263,1778,4070791.12
5741,589,95,8,2009,4732,934,1395,4427364.52
5742,250,125,26,3250,4827,54,1145,282878.34
5743,151,145,18,4586,2471,511,1331,1135647.51
5744,53,219,50,416,3029,1551,1189,3541129.14
5745,479,125,25,3248,2106,419,1421,4474456.09
5746,144,268,8,3115,1839,1213,1890,1683007.37
5747,1089,43,35,1442,3007,524,1969,1774680.2
5748,820,110,21,2526,4008,1217,1231,4539452.45
5749,853,206,50,2292,2195,1446,1028,1187767.83
5750,329,124,28,1361,3441,642,60,943687.84
5751,923,5,37,2970,4173,1861,1414,3358204.09
5752,923,149,12,951,1366,1099,1428,919910.33
5753,842,204,37,4685,2714,779,1895,1395056.0
5754,879,214,46,3056,2228,1303,333,2036240.52
5755,814,159,1,3941,2058,315,126,476674.49
5756,906,129,3,1934,2477,944,274,3237387.65
5757,515,270,20,2957,4534,198,412,4096801.35
5758,572,109,44,4840,2595,368,906,4126126.51
5759,1050,170,4,3983,2631,306,1368,3208956.93
5760,239,276,25,3389,2327,471,1340,2392654.68
5761,752,189,6,1259,2934,1227,959,1744247.48
5762,81,292,47,4516,3613,1316,510,42161.47
5763,1061,182,49,2318,2376,46,1835,4439825.53
5764,224,205,21,1386,1747,733,545,118606.61
5765,224,299,6,3031,72,706,322,2692316.34
5766,1052,178,28,4291,2757,121,1280,870243.99
5767,993,269,25,3002,2542,1858,556,3090642.92
5768,22,155,2,190,4530,418,962,477594.99
5769,399,110,18,802,4823,965,1412,2785486.93
5770,822,100,41,547,3537,1491,1072,3933178.88
5771,1014,279,13,1712,4641,914,1076,2624106.52
5772,807,66,44,1333,4924,1002,938,880054.13
5773,776,243,26,3193,1376,147,1459,3070914.46
5774,937,127,46,2752,4113,1042,59,2864617.06
5775,5,146,15,2493,646,1856,55,4449849.55
5776,466,255,14,2218,2797,172,1338,190811.22
5777,256,72,30,3249,2257,1870,1669,3668785.61
5778,652,241,6,366,2704,1158,364,2173037.87
5779,191,65,7,2684,1598,952,1119,2268712.75
5780,66,216,12,2681,2595,647,539,4843546.94
5781,582,281,23,2245,2572,1123,1586,1799608.12
5782,9,77,34,3883,4036,1315,1026,2962340.16
5783,278,271,22,4222,1071,1854,924,1318162.13
5784,501,299,42,4601,393,1256,1139,1863952.53
5785,434,123,7,2878,1473,1443,1999,2824281.69
5786,109,50,8,2886,2530,342,1949,4980332.83
5787,431,72,18,2807,2581,1814,694,2907129.56
5788,88,145,12,4564,4013,1717,18,1143706.22
5789,964,39,38,4853,1318,1004,231,4823594.32
5790,911,122,48,2724,1906,1792,659,1340088.14
5791,960,33,30,863,162,87,880,2912889.89
5792,107,291,5,745,4348,1752,547,209885.11
5793,583,140,38,1321,1979,960,443,2264320.65
5794,763,238,39,1554,3652,1000,1384,4708988.14
5795,275,193,11,4776,4953,260,1181,132238.01
5796,818,144,33,2753,2503,1735,1768,1456243.67
5797,335,40,35,4274,4813,1685,1279,3238448.66
5798,796,169,1,72,1687,654,1887,3527715.39
5799,37,26,23,2890,2910,1994,1615,2557969.56
5800,724,62,15,4846,3672,1016,1063,3869062.1
5801,367,281,25,2445,3850,1109,821,1557654.6
5802,800,88,38,787,4870,1720,1394,1666370.31
5803,567,278,22,1214,33,1426,950,2757129.54
5804,730,164,23,4237,1903,1524,1174,2269089.24
5805,779,284,19,2522,3308,264,395,1610400.96
5806,99,178,2,4107,2538,1207,1897,355576.88
5807,491,215,36,4153,4188,743,1679,183913.05
5808,125,21,48,1073,4818,131,810,3639551.82
5809,237,53,22,729,2700,1569,1940,764011.12
5810,808,53,19,2572,3295,958,739,539379.27
5811,741,158,26,1475,3779,24,764,2702992.97
5812,963,196,43,4138,2536,888,267,3649533.75
5813,585,226,34,4791,3927,322,804,4667246.17
5814,1041,280,18,927,2420,1397,521,3126996.18
5815,58,238,30,3589,2609,1354,1555,4663770.4
5816,64,273,28,4901,3070,1207,1206,2629194.03
5817,936,28,33,4078,1543,1753,316,3013027.49
5818,496,168,3,4020,3604,1646,562,4008598.27
5819,723,85,23,1713,620,1857,1884,3326404.21
5820,747,30,16,3064,3455,1163,556,2610940.36
5821,322,35,42,2564,4852,639,1681,2680733.48
5822,502,118,19,921,2987,484,288,2681409.28
5823,207,277,8,635,4773,102,1990,1757440.55
5824,945,5,16,85,2560,810,1417,2081294.86
5825,255,188,45,2127,4713,1353,1328,3363648.72
5826,993,85,34,805,1962,670,1809,947554.41
5827,703,175,27,1509,1057,1347,1203,4675710.86
5828,836,263,37,4674,2581,472,1123,4254989.96
5829,402,7,39,1408,1562,417,949,2961033.07
5830,770,251,27,4965,4672,1255,420,2091074.95
5831,3,122,18,414,2170,669,1722,4325113.59
5832,973,1,22,2888,4416,1822,50,3356706.03
5833,205,89,34,1384,1036,1656,471,4228763.22
5834,1007,37,20,425,3820,1882,313,1967880.28
5835,646,63,3,3429,2443,353,1991,4229949.51
5836,1054,69,38,1722,4914,992,1307,221100.75
5837,752,30,26,4877,774,855,1875,411211.28
5838,314,191,19,3767,2394,1818,468,4639097.34
5839,156,171,43,2200,3960,1110,1632,2052828.59
5840,1016,122,35,4195,4857,13,1683,4811024.62
5841,196,66,49,2256,2037,1849,1822,3540741.83
5842,559,251,10,2393,1524,1923,386,2972188.61
5843,285,176,38,3295,1486,1631,1147,2134071.66
5844,580,208,5,4268,3084,1611,1130,4633721.03
5845,674,38,29,4930,2997,950,1567,3851259.94
5846,1014,191,44,2170,4848,959,919,2320726.72
5847,750,122,34,3975,251,1927,35,1570845.56
5848,55,268,30,912,4030,570,1325,2693845.27
5849,951,198,47,3559,3702,418,1407,3175294.96
5850,281,19,39,4476,1332,757,1510,3064474.34
5851,305,71,18,529,4265,240,1294,2900984.08
5852,455,75,17,1526,4155,1048,1579,1702190.99
5853,1043,270,16,1204,2327,1685,523,4342002.71
5854,747,194,31,2385,2454,174,1736,3752009.06
5855,559,277,24,125,3182,1775,1630,1296796.67
5856,696,197,16,3250,4335,1854,1019,3230143.13
5857,352,87,44,4690,2091,1818,1154,4601760.91
5858,827,171,42,3250,2103,965,375,3734849.73
5859,427,125,11,4738,2953,407,780,4253818.59
5860,760,150,30,4864,2747,1164,1684,2058587.11
5861,588,161,10,1622,2552,1890,1247,2798411.14
5862,303,110,26,3287,2551,1790,531,1369115.17
5863,426,244,17,3028,4757,111,69,1066827.97
5864,358,89,23,1754,3752,53,478,3462384.63
5865,585,96,28,4783,4610,1741,236,2559599.49
5866,18,65,3,2233,1014,1544,540,2581947.88
5867,33,147,9,2252,2955,1725,1052,1529874.26
5868,545,252,42,2907,2066,1091,1710,526594.57
5869,1078,155,32,3691,3812,1802,1852,2838334.64
5870,197,240,9,11,4045,761,1979,2554079.27
5871,710,240,14,4365,1654,995,1118,2647240.07
5872,668,12,21,4344,4009,1479,1068,658747.81
5873,813,223,8,3473,1152,282,1772,4288052.16
5874,803,252,45,1504,88,1359,256,382602.38
5875,1035,26,45,2932,1648,1887,235,3902664.09
5876,635,106,29,1694,454,658,1796,1703002.42
5877,1023,261,43,3288,4167,774,979,4554299.85
5878,57,288,39,3522,2664,1217,1900,2272849.26
5879,967,243,13,2570,4341,1118,834,4382711.91
5880,1001,230,10,1863,2726,1289,181,359351.11
5881,598,49,14,723,2765,1259,262,3532828.48
5882,1032,120,42,4965,2948,1514,815,2329156.46
5883,454,259,42,2403,1992,1570,745,2349011.78
5884,1027,68,3,3226,1012,192,637,4875073.34
5885,869,137,22,1692,2251,1064,966,1253892.78
5886,240,66,15,1589,4288,1058,1597,3934840.76
5887,178,257,1,1872,2532,1019,1529,2720036.9
5888,669,42,1,3815,4879,756,821,2009255.43
5889,975,110,8,1242,869,1831,1130,1727607.14
5890,237,258,43,840,3254,1735,1651,630672.23
5891,75,115,16,4106,4861,1771,1175,4774980.39
5892,937,77,14,2380,659,1631,836,475973.73
5893,499,64,14,686,2492,1163,1416,869161.41
5894,1093,122,26,2144,3909,98,820,3587703.28
5895,585,291,20,1201,4959,1601,1709,4980309.93
5896,990,26,14,4304,1658,1266,38,2474621.27
5897,803,74,37,4121,1265,1474,991,155528.4
5898,317,244,39,788,4069,1974,1044,1086501.04
5899,597,194,45,1157,4147,1406,78,2071139.66
5900,217,78,30,155,3720,1816,538,4786169.92
5901,1006,298,43,3181,2792,867,597,658773.38
5902,149,282,48,334,3252,105,1391,4512998.38
5903,1007,83,31,4824,3283,1580,675,1283150.38
5904,812,124,7,3651,4875,1300,1700,74176.4
5905,831,104,48,1300,3312,1220,467,411794.27
5906,638,34,4,816,1705,73,1691,2764662.73
5907,461,180,23,4747,397,1881,1265,4841961.89
5908,530,152,32,401,323,68,605,1783353.41
5909,104,42,4,4425,2328,704,419,2157107.12
5910,6,113,23,461,2210,912,897,3782794.52
5911,4,226,50,716,949,1215,118,2179673.24
5912,549,268,33,2792,2214,717,625,4547464.89
5913,380,26,3,428,3014,661,233,4905819.26
5914,340,73,33,2239,519,247,1357,3010397.38
5915,124,265,15,623,304,1005,487,167623.5
5916,469,119,35,2587,1050,1210,826,600158.14
5917,271,242,45,63,1241,497,1337,287476.65
5918,127,107,27,3240,1346,496,1969,3442048.24
5919,684,59,41,1029,236,1034,2,901316.28
5920,137,55,16,3637,686,351,1995,2509742.05
5921,738,135,1,440,4328,1319,1878,960329.23
5922,703,86,50,4166,536,1338,113,4096124.98
5923,1001,148,12,2997,4156,1635,1052,2235260.75
5924,726,196,18,2828,2631,1003,1432,4962318.79
5925,210,294,41,3026,2735,1803,1284,2074377.02
5926,621,122,37,3404,4353,1487,29,4474544.67
5927,930,10,50,2037,3486,384,1657,2744263.21
5928,189,89,21,1058,4655,964,183,3056291.81
5929,795,181,23,3799,2540,1282,1633,181535.46
5930,833,206,35,3523,1375,1247,855,2581241.94
5931,89,276,46,4291,735,1396,1339,3889114.78
5932,973,275,12,870,4973,1661,1809,2449667.55
5933,447,223,42,2535,147,1532,573,1019933.87
5934,165,81,3,4357,166,807,761,3722655.42
5935,853,262,4,1313,174,1423,1441,4515320.62
5936,525,13,38,791,839,883,1650,4900721.97
5937,624,144,3,577,454,761,1462,4517607.42
5938,211,185,14,150,1199,1056,623,2832874.46
5939,849,275,2,614,3665,595,685,1913170.26
5940,413,217,25,2129,2145,603,16,3133174.8
5941,335,32,22,4081,4819,341,294,2510552.68
5942,566,236,29,3297,4658,366,1024,4155541.7
5943,701,285,1,798,1886,1859,27,2740637.45
5944,1072,88,40,829,3052,360,1934,1391051.46
5945,177,167,23,3792,2412,1184,412,4530954.09
5946,88,288,41,644,2908,1926,1683,3008172.9
5947,141,144,33,4672,3821,560,781,3253875.89
5948,70,180,41,3538,137,1349,1119,1760268.18
5949,714,85,37,4212,665,280,328,3508258.07
5950,144,75,23,2788,2114,1064,483,527622.42
5951,485,144,12,3770,3238,900,1705,2132811.22
5952,1039,252,47,1497,2478,665,257,1814655.36
5953,394,4,31,4602,4772,505,810,2309057.18
5954,250,73,39,775,2102,585,472,2484166.03
5955,37,70,26,4560,2464,1647,548,377841.97
5956,714,261,20,1838,1512,1284,1549,4503748.24
5957,440,148,13,3053,4694,1656,737,2719802.49
5958,14,179,30,4218,2039,795,1189,2126397.65
5959,960,254,35,738,2550,808,1652,2033539.54
5960,1078,218,33,1371,2533,137,1283,1847761.49
5961,484,201,37,2910,128,739,1433,474369.84
5962,648,278,47,901,1146,272,1368,2727611.0
5963,2,50,11,3243,1198,242,426,751881.77
5964,288,36,32,3028,1370,435,1775,3795555.23
5965,359,122,33,3850,693,188,1071,888557.69
5966,727,77,31,3839,1305,87,944,1724497.59
5967,125,24,36,1698,1060,1904,1348,4988448.61
5968,434,196,17,867,1712,394,686,605864.58
5969,1091,46,23,30,3903,130,485,3497139.57
5970,90,236,14,2096,447,892,661,3213083.39
5971,78,49,44,1321,948,1638,723,2727114.82
5972,997,135,26,2536,1119,454,327,1984164.78
5973,670,298,35,4757,4952,726,1414,173690.35
5974,312,184,9,2447,4037,1929,812,3308901.3
5975,97,193,2,1630,2358,602,1798,446666.32
5976,346,164,15,3725,2998,484,1115,4927637.25
5977,1090,145,32,1686,799,251,219,1174111.8
5978,850,245,11,1315,1630,489,1436,998390.1
5979,427,129,1,2399,1995,714,1256,2446410.07
5980,451,157,9,4724,1586,1663,791,4548565.48
5981,841,124,31,3541,2112,374,1670,2046024.26
5982,145,83,17,2190,3985,925,273,4029498.16
5983,939,224,10,3340,2256,1280,589,2919355.13
5984,1038,199,28,1399,129,215,88,1059019.15
5985,793,177,40,3497,314,1332,36,4577852.47
5986,123,287,31,4577,2040,296,674,4517559.19
5987,889,223,4,2477,3251,584,107,1417404.28
5988,959,21,25,3959,3263,656,1418,949108.32
5989,728,187,15,4119,1515,637,386,2431777.16
5990,309,298,2,1776,4397,1353,290,2806628.66
5991,595,219,43,3132,2587,1715,1004,4017335.2
5992,738,217,47,3088,3586,619,152,78787.18
5993,455,244,7,2649,2754,655,563,3260996.42
5994,138,119,7,3275,4257,1687,771,14919.73
5995,915,81,18,2984,1583,414,436,1107064.52
5996,640,234,40,1150,4973,1703,768,3936809.56
5997,827,103,16,2247,921,1082,1574,4380500.67
5998,568,41,23,4420,4794,1246,11,1588099.94
5999,910,129,1,4023,3724,895,1180,1020969.45
6000,1065,279,35,2588,4775,1008,580,388160.47
6001,975,56,5,3255,280,1419,992,2365232.55
6002,1074,72,20,4125,2614,1051,401,1285300.93
6003,1044,287,25,1586,3009,1016,1416,1365867.26
6004,294,84,24,213,1885,703,333,4109071.33
6005,473,51,27,2527,2381,597,1946,2945871.96
6006,567,158,15,337,1111,125,977,691874.02
6007,917,129,11,3231,1820,1289,1942,676129.19
6008,528,82,34,1321,3234,1145,1701,37683.22
6009,411,66,31,3073,3005,1850,343,4217793.19
6010,361,288,6,2400,3821,1336,1395,4019142.13
6011,136,34,17,4937,2539,1796,1238,3838227.78
6012,584,224,10,3232,3473,493,307,1834297.08
6013,833,204,43,888,4130,694,1468,4494163.99
6014,944,291,16,1885,3639,1205,1176,1914558.78
6015,125,162,48,3213,2272,926,1118,1773855.27
6016,535,94,44,3511,1245,770,362,1776572.03
6017,839,210,44,4759,2287,1659,964,2985751.27
6018,348,158,5,3511,2638,1705,1463,1895183.51
6019,205,35,22,3724,3953,964,948,1431718.17
6020,18,139,41,39,655,738,469,2856794.13
6021,755,94,42,1521,3492,258,547,3693845.46
6022,997,146,16,3461,3348,221,953,818369.73
6023,30,42,7,3424,1419,176,1418,4511521.44
6024,400,132,24,1228,838,751,121,938209.52
6025,368,212,19,2090,691,987,582,2446094.68
6026,979,34,13,205,849,62,976,2911481.12
6027,1057,274,35,2754,4637,311,129,462245.97
6028,721,272,2,4317,1320,1234,851,4073341.4
6029,882,143,20,217,2594,1586,453,1984667.51
6030,370,112,34,3439,1672,166,1135,3634846.76
6031,51,68,33,535,2911,1911,1366,1014099.95
6032,849,216,7,3350,4959,1267,959,4242651.98
6033,750,224,29,307,2285,1992,478,634586.13
6034,1027,109,2,2987,618,639,658,4854450.22
6035,510,6,31,2858,483,1929,457,504730.03
6036,296,104,20,4173,2223,845,194,1402230.82
6037,547,234,1,2353,3054,1197,1961,2502633.89
6038,858,271,42,463,22,1836,716,2268004.52
6039,953,186,5,4354,2690,1242,374,2866025.49
6040,951,83,32,451,3170,438,324,4738486.9
6041,106,92,37,3855,2153,1233,1985,2105008.16
6042,654,279,3,1669,1101,685,211,1296372.86
6043,43,296,34,1591,1801,848,1679,2239070.93
6044,939,37,22,2762,151,1809,1507,4011108.54
6045,812,157,1,4423,2606,1791,1651,4972862.67
6046,691,17,40,1927,3021,638,394,3801299.32
6047,312,18,5,1265,2066,678,1636,4940934.05
6048,384,71,50,3914,2820,50,193,3450208.03
6049,339,73,38,4409,4312,1824,794,2491600.16
6050,1061,29,10,1210,3566,12,366,4665077.5
6051,1035,282,34,2241,4811,1822,1941,625598.4
6052,619,36,33,2283,3906,104,96,4892208.95
6053,747,260,35,4846,2460,1954,1713,961063.68
6054,935,30,5,1889,324,1959,576,3260347.27
6055,838,215,6,4928,2887,1202,555,1949199.66
6056,143,73,34,2104,4088,331,854,4501182.33
6057,63,60,26,2116,2120,600,345,3722495.62
6058,954,95,34,4331,2287,1234,613,2771706.23
6059,279,41,2,1688,3812,1982,1200,4502123.7
6060,918,119,39,377,2751,750,531,4600180.32
6061,364,36,41,2528,1757,1663,546,2811740.98
6062,941,87,16,1232,1090,252,1396,2330144.19
6063,415,277,19,1316,2179,1595,975,1702741.69
6064,532,131,26,4419,360,856,1265,3178375.82
6065,462,254,11,4255,4280,890,275,248729.02
6066,832,68,32,3996,3115,701,1972,4104448.23
6067,900,122,8,2870,856,880,1229,2802126.47
6068,431,150,10,750,4445,35,135,1800067.61
6069,680,192,16,1112,1635,606,53,2484625.13
6070,273,37,23,89,4857,782,486,2369840.4
6071,812,239,42,1731,357,529,1786,4084728.5
6072,492,16,20,3461,2198,1626,437,3751139.81
6073,18,221,11,4951,2914,1912,1398,2635439.21
6074,874,68,26,4015,2368,750,296,3400901.73
6075,896,38,21,1510,2793,1178,947,3360500.67
6076,757,35,30,428,4307,591,134,1378167.77
6077,1014,1,50,1880,3083,1380,1460,4424943.41
6078,628,182,37,1243,1403,1256,764,3164610.12
6079,399,198,30,51,1014,1131,1292,3913041.43
6080,132,76,20,720,4152,504,746,852658.86
6081,840,183,44,1811,360,785,1989,3341694.71
6082,353,149,6,4333,1835,1031,1232,4565831.65
6083,499,51,49,1979,3009,1975,19,3652751.74
6084,48,279,44,3656,4566,1231,441,2555449.91
6085,968,137,11,1422,1816,1575,398,2636127.83
6086,124,254,36,4353,4968,373,356,386079.61
6087,37,145,39,852,4984,154,1694,1859446.76
6088,909,183,16,4950,1942,1210,578,3195982.72
6089,1023,132,20,2870,2547,48,1577,383674.33
6090,1049,126,15,3518,1010,1196,1467,4714800.65
6091,141,216,19,3108,138,740,107,2010944.89
6092,378,226,49,2094,2182,863,1007,3413285.89
6093,267,146,28,1806,8,1221,1967,1372066.52
6094,63,160,43,1849,4626,1526,1305,4488277.79
6095,1053,80,25,3574,854,1438,1082,3838510.12
6096,285,183,15,215,3439,641,994,3459060.32
6097,9,84,19,2230,2289,264,1260,3663607.66
6098,611,136,23,1234,2767,1517,1826,239372.44
6099,865,171,24,112,3707,1301,787,4256679.05
6100,92,242,1,2940,2781,1719,979,315877.28
6101,114,134,32,3553,1487,417,563,3982553.69
6102,830,153,29,3026,1643,1972,767,1170126.66
6103,193,178,35,4554,732,1384,1882,3438983.11
6104,288,246,43,1462,1887,1700,535,734514.92
6105,592,262,49,2292,4915,1076,90,3563667.78
6106,691,63,47,2887,899,1348,1387,2128535.1
6107,511,72,10,2618,4829,1167,802,3990221.09
6108,383,182,8,1816,1373,1621,1108,4940622.03
6109,654,108,36,4369,552,1455,1582,2943159.03
6110,165,240,12,543,4178,128,1377,3332016.62
6111,102,136,3,3922,4371,1989,1598,3509249.37
6112,1090,156,3,3559,2426,1355,933,3034520.16
6113,650,146,11,4906,2112,1646,1977,2337361.71
6114,972,79,27,3329,4622,600,1532,4319564.1
6115,237,272,19,3349,794,1963,852,1095363.68
6116,222,265,12,4621,3675,410,1056,301227.96
6117,981,228,36,4135,217,713,895,1701621.75
6118,111,237,34,3578,514,1789,448,2499206.45
6119,1091,261,3,2640,1705,1655,1441,4539249.67
6120,833,143,23,4814,343,965,46,4705754.4
6121,684,145,37,2023,3353,120,1656,2778568.57
6122,778,126,40,23,4706,1262,228,4429984.98
6123,320,230,21,452,136,1651,125,1944452.16
6124,168,96,38,318,1936,949,903,1914082.13
6125,943,158,7,331,4256,261,1808,2801988.56
6126,194,96,47,1345,1618,1295,1569,333454.48
6127,978,195,6,67,2951,676,712,1827249.69
6128,914,229,10,4282,766,1425,607,2655894.0
6129,54,186,35,503,3890,120,396,3441816.94
6130,960,140,14,2406,831,1415,960,4135653.34
6131,235,271,38,748,1337,483,1855,819889.9
6132,577,213,47,3654,2244,35,1404,1422462.19
6133,837,65,5,878,679,454,100,3531245.19
6134,584,239,2,4922,1869,996,1144,369858.13
6135,578,116,3,4239,4024,470,267,3421557.36
6136,239,134,12,3777,4044,967,840,2418649.83
6137,983,155,37,4448,2931,1208,1631,3734526.37
6138,531,61,27,3546,1567,1590,1009,2590811.43
6139,116,160,28,4746,4363,1046,1299,884702.75
6140,999,32,38,3627,3288,940,324,4294598.45
6141,314,26,16,3545,741,1093,43,636634.9
6142,567,146,15,1704,742,1235,1649,794770.78
6143,910,211,23,3721,296,364,94,631846.08
6144,811,212,25,3419,149,1626,1460,1598313.77
6145,171,25,41,1134,1456,1537,1987,3212658.07
6146,177,260,32,4282,722,1054,1756,686037.79
6147,945,213,49,342,760,1159,1545,2343930.02
6148,947,99,39,1506,4347,540,1224,2885137.56
6149,1010,268,29,3449,3848,1093,1817,3127376.49
6150,307,24,1,69,2180,89,769,3104727.26
6151,337,193,40,4786,964,1556,1858,4015707.73
6152,1039,170,2,3475,4966,1330,1383,3078238.57
6153,517,1,6,3160,3244,1372,130,2481031.91
6154,2,253,2,3691,4321,411,1076,4798644.27
6155,129,166,47,2820,1760,637,1876,1304800.63
6156,843,30,5,4277,1725,89,287,2119852.07
6157,844,146,48,3653,53,592,1800,4931951.92
6158,112,287,46,3058,3261,1891,1609,1382031.14
6159,736,194,18,2451,1280,628,533,2941394.85
6160,875,299,13,3097,2418,253,216,3630907.63
6161,511,177,44,500,10,695,1730,4898631.7
6162,731,4,14,4298,341,1843,1880,3288402.36
6163,748,120,21,4529,41,753,662,1635899.02
6164,830,202,18,2908,1693,262,1617,1242381.14
6165,954,156,14,4582,4931,1148,1838,808196.24
6166,993,180,45,726,3569,861,285,530254.3
6167,233,98,37,887,4185,1745,1945,3601797.13
6168,38,76,49,3170,252,734,1094,664629.51
6169,265,187,37,4977,818,1076,29,3643014.3
6170,474,125,43,1437,3511,1457,1033,4156641.84
6171,1093,16,8,4705,3127,673,420,3821210.29
6172,181,235,40,4437,4405,1455,945,4232664.7
6173,989,289,49,2001,1230,1300,683,13580.12
6174,786,116,42,302,602,416,1650,4624938.19
6175,798,165,44,4028,2497,213,38,2513582.5
6176,320,41,20,382,537,1988,1530,1810451.97
6177,462,145,28,2369,3584,1699,258,1886843.11
6178,555,186,38,3166,3448,1651,771,2020467.99
6179,1000,289,6,2206,2301,1490,420,2350622.27
6180,1092,159,14,2538,2498,1669,170,469636.18
6181,1088,45,6,3891,1,1411,1070,4226537.95
6182,537,115,45,2244,1795,1767,110,4478484.61
6183,660,69,31,3839,391,1803,618,3062011.98
6184,78,22,8,4656,275,1217,778,3459872.13
6185,225,84,44,2187,4938,542,487,720959.02
6186,209,36,26,4247,3562,1577,1009,4129430.4
6187,686,248,6,1642,932,89,739,782503.63
6188,634,77,14,4452,1640,1347,184,4650335.08
6189,144,226,33,813,2457,378,1081,325384.79
6190,882,141,47,2929,612,1461,738,800943.21
6191,606,180,41,2963,2563,160,298,427683.51
6192,509,149,40,1270,1772,152,722,4239970.94
6193,37,214,39,4581,2503,1901,1794,4237403.0
6194,642,263,24,2630,3962,1673,1874,2649315.38
6195,790,292,43,3148,1380,952,951,192786.16
6196,312,62,28,2585,2767,103,1747,637025.08
6197,908,241,36,1631,1421,1509,1163,3278471.31
6198,207,178,47,1060,2291,1803,1236,2906057.29
6199,413,68,25,3765,1496,1393,445,3165637.43
6200,929,256,49,2164,4674,203,1283,2056181.36
6201,165,41,21,2512,1704,621,55,3572569.39
6202,883,47,22,1330,1616,1273,909,3841058.56
6203,372,275,22,4974,1760,296,517,2684107.83
6204,101,164,7,2969,2891,1261,1986,4584027.77
6205,1086,97,47,3491,775,338,1029,531973.45
6206,500,162,15,2306,2051,769,1511,4129522.72
6207,22,254,5,1932,984,1314,338,3112347.83
6208,955,192,38,184,744,678,1580,4601046.32
6209,600,293,47,1345,2872,360,934,1964564.34
6210,402,235,25,3389,719,668,1628,3170797.45
6211,893,39,41,4877,2764,1812,1462,2709457.54
6212,119,133,9,3235,1295,1721,478,3721610.78
6213,1066,213,3,639,3844,1214,1647,2664479.1
6214,263,233,44,4344,1215,1074,1602,1776449.88
6215,648,38,3,686,4336,95,269,3303557.17
6216,623,102,44,340,732,1524,808,1857252.51
6217,87,179,24,4698,2766,775,1216,3313921.22
6218,416,286,50,3621,4667,599,519,2377106.18
6219,845,201,34,1696,3276,1689,1877,1106996.34
6220,500,164,16,3165,2308,1860,812,868208.1
6221,762,68,35,2696,2983,375,677,647588.7
6222,807,266,44,4904,566,1283,1985,3469469.8
6223,219,37,41,3725,4512,788,285,4901493.4
6224,219,250,9,3594,4946,1104,557,4838139.72
6225,471,196,34,4274,1255,705,1785,4564618.28
6226,800,101,39,4361,3306,676,1206,303811.29
6227,1078,23,28,1261,4521,1486,929,2817298.17
6228,162,194,20,4883,4165,1010,1853,480996.12
6229,621,250,1,2721,3628,1607,1872,1372274.62
6230,637,171,28,444,2597,194,1795,255804.56
6231,659,116,48,1365,3708,10,1159,3639737.91
6232,99,242,42,2602,961,1013,1552,849642.88
6233,574,174,36,1468,2332,355,410,2332213.76
6234,260,98,34,17,310,461,89,4865529.22
6235,300,50,21,4609,4195,1444,1135,2495906.83
6236,429,56,9,712,1635,1403,1359,2567190.6
6237,497,67,43,4040,2641,272,111,3850987.41
6238,230,246,11,636,4349,612,737,1766843.59
