ShipmentID,DateKey,CustomerKey,ProductKey,VehicleKey,DriverKey,RouteKey,WarehouseKey,ShipmentStatus,QuantityUnits,ShipmentWeightKg,FreightCost,Revenue,DeliveryDelayDays
8355,378,63,174,29,172,39,21,Delivered,239,25.25,28932.66,57985.0,0
8356,172,44,167,87,55,95,46,In Transit,245,4943.96,4881.08,41412.21,3
8357,1049,239,76,13,44,94,18,In Transit,388,550.66,25253.68,35849.5,0
8358,393,28,214,38,51,33,16,Delayed,54,4201.2,4022.44,77579.51,4
8359,702,198,182,58,99,80,29,Delivered,229,514.88,48996.25,32658.3,1
8360,549,269,45,110,86,40,41,Delivered,471,1560.11,45932.5,10524.24,4
8361,784,171,151,35,51,12,27,Delivered,149,4708.06,32505.61,29820.24,5
8362,332,30,117,40,135,92,15,Delivered,281,1557.42,46009.84,77206.05,4
8363,794,154,122,76,129,30,47,Delivered,307,3274.91,29609.27,71755.24,2
8364,649,209,170,94,141,70,9,Delayed,143,1594.8,15666.45,67506.02,1
8365,983,63,166,110,48,42,28,Delayed,334,4714.73,7718.09,62613.95,3
8366,1053,329,149,5,127,14,2,Delivered,13,57.33,49679.13,42992.89,0
8367,543,57,74,2,114,5,21,Delivered,242,1259.42,12623.27,28749.42,4
8368,1043,320,149,106,84,36,11,Delivered,255,2068.81,43401.91,62973.38,0
8369,491,208,25,30,175,59,32,Delivered,445,4123.22,21883.91,18255.38,0
8370,283,433,61,99,47,57,22,Delivered,353,2867.23,16566.08,36039.24,1
8371,862,308,54,119,10,87,35,Delivered,21,4474.54,12791.76,67637.68,0
8372,113,63,223,10,26,60,42,Delivered,235,4419.21,43194.37,29386.61,0
8373,862,248,219,73,50,96,41,Delivered,383,4776.81,42134.15,57872.04,2
8374,610,466,170,81,175,95,16,Delivered,428,917.62,43685.84,36371.44,5
8375,508,141,189,38,172,78,31,Delivered,61,2114.41,36864.24,12088.89,2
8376,466,93,32,59,129,96,10,Delayed,24,2140.03,3622.45,37744.81,4
8377,824,107,53,94,109,63,40,In Transit,217,619.62,18003.71,1018.12,3
8378,609,365,139,105,63,49,36,Delayed,35,4725.82,40829.06,61511.68,0
8379,290,88,47,119,145,91,21,Delivered,279,1816.86,48667.31,18053.64,3
8380,868,301,90,35,145,65,8,Delayed,496,3198.12,43108.15,30327.14,2
8381,782,108,36,71,167,52,47,Delivered,196,3022.84,33599.93,28595.21,0
8382,162,46,225,12,43,9,42,Delivered,496,1188.64,41264.72,40197.85,5
8383,624,77,42,114,41,16,44,Delivered,55,2863.38,18681.38,59880.26,3
8384,717,217,228,42,15,35,47,Delayed,405,1285.36,33662.66,52761.67,0
8385,567,169,269,98,129,74,33,Delivered,102,1432.85,38045.08,51903.89,5
8386,994,302,186,49,58,16,40,Delivered,128,2754.74,25379.82,76761.15,5
8387,596,129,235,67,54,94,22,Delivered,152,2286.86,13407.42,6821.55,1
8388,959,201,122,33,133,33,30,Delivered,218,2119.29,46431.34,13515.18,1
8389,1013,196,117,104,62,51,23,Delivered,317,1969.69,40084.7,5391.36,1
8390,475,348,39,13,127,61,15,Delivered,122,3774.65,12726.17,23562.51,5
8391,618,268,162,75,71,79,47,Delivered,217,1408.13,6442.42,13452.62,2
8392,641,88,109,104,46,59,43,Delivered,8,1566.73,37059.03,27839.81,4
8393,262,253,14,20,90,72,26,Delivered,70,2898.74,33166.74,45969.8,3
8394,162,238,166,95,193,4,16,Delivered,380,4821.73,29787.85,11959.49,0
8395,181,73,112,33,156,2,10,Delayed,245,1458.97,47929.55,10732.27,1
8396,725,419,234,34,122,71,36,Delivered,100,2083.13,17363.47,49532.11,0
8397,469,358,202,50,84,58,28,Delivered,190,646.05,6564.72,20295.97,3
8398,21,355,139,50,169,62,42,Delayed,226,3205.86,10700.66,22383.56,1
8399,260,161,267,9,151,98,26,Delivered,360,1259.85,36235.91,23967.05,1
8400,466,58,272,7,160,25,31,Delivered,259,2632.47,45604.64,19766.42,2
8401,537,384,166,9,186,71,18,Delivered,16,2103.2,34505.5,48179.75,3
8402,952,373,169,106,167,25,17,Delivered,134,3880.54,7721.49,11772.24,0
8403,766,291,257,26,82,66,48,Delayed,497,4165.3,35474.72,22850.05,0
8404,959,430,124,2,33,26,32,In Transit,149,3688.44,16172.93,78574.41,1
8405,934,340,38,5,186,100,39,Delivered,131,2254.49,20241.08,31804.69,5
8406,851,66,249,113,89,55,5,Delivered,110,2077.83,32331.66,41817.26,5
8407,533,428,237,66,160,3,42,Delivered,449,2064.73,21640.06,23320.59,0
8408,15,26,98,116,114,46,29,In Transit,327,2510.66,48085.7,59537.43,5
8409,50,298,60,10,50,29,36,Delivered,280,3096.61,39818.12,43002.55,3
8410,999,77,19,31,179,58,39,Delivered,490,1624.04,27429.75,33071.43,2
8411,304,286,124,33,19,11,50,Delivered,121,3661.52,21932.52,78296.05,4
8412,416,372,226,108,3,21,11,Delivered,404,4532.07,16848.52,3196.16,1
8413,305,416,100,120,116,43,33,Delivered,418,342.97,16916.8,16790.12,2
8414,196,36,17,111,91,4,4,Delivered,174,113.09,32421.06,74918.02,2
8415,813,19,248,6,145,69,48,In Transit,456,3379.38,41723.19,79615.75,3
8416,800,278,80,14,43,70,33,In Transit,217,3231.21,9988.46,43103.17,5
8417,388,321,85,78,157,22,1,Delivered,116,2294.59,46337.26,72644.66,1
8418,757,313,29,15,108,6,21,In Transit,422,4142.04,15386.33,56037.84,2
8419,455,267,134,97,44,78,17,Delivered,156,3748.39,35491.9,76314.89,5
8420,713,282,194,95,52,22,34,Delayed,293,4833.49,38244.16,32981.44,5
8421,705,432,119,81,97,16,29,In Transit,317,4180.07,41166.03,49240.93,3
8422,848,19,191,43,28,96,3,Delayed,153,413.97,19852.08,67514.61,2
8423,175,339,153,79,109,36,49,Delivered,204,2083.04,20831.92,14556.29,3
8424,1090,140,272,20,162,50,24,Delivered,427,1785.62,33916.4,13325.02,0
8425,279,67,132,112,54,58,34,Delivered,404,4175.94,47618.32,33938.58,1
8426,758,312,8,21,2,71,2,Delivered,210,1182.08,46502.81,11344.72,2
8427,363,18,134,64,114,87,31,Delivered,417,554.31,37458.29,20768.54,1
8428,171,369,192,29,17,51,40,Delivered,161,394.89,10024.37,53811.18,3
8429,1075,261,91,59,146,78,7,Delivered,357,2812.03,33633.32,14268.21,5
8430,665,112,249,73,28,47,29,Delivered,295,1533.11,41064.84,54381.41,4
8431,592,408,252,64,28,53,11,In Transit,396,950.67,49340.39,33751.68,1
8432,931,462,63,93,180,6,43,Delivered,485,4547.91,27633.68,79259.19,1
8433,274,115,216,44,16,25,25,Delivered,206,79.99,29644.75,67944.56,3
8434,508,166,134,34,161,3,19,Delivered,404,2208.84,49208.14,63827.13,4
8435,363,67,107,47,85,13,11,Delivered,361,2430.51,42375.73,24447.79,3
8436,848,255,161,9,5,53,45,Delivered,242,2697.35,4037.79,63486.81,1
8437,655,70,258,60,45,67,35,Delivered,402,3805.03,48227.02,32577.12,5
8438,298,460,16,112,165,31,33,Delivered,202,36.89,12660.84,46222.26,5
8439,494,308,59,30,52,67,5,In Transit,273,1187.29,42692.03,37523.12,0
8440,546,203,9,17,192,81,35,Delivered,389,3908.3,19809.73,61914.03,2
8441,304,127,197,52,62,55,3,Delivered,64,1699.64,8054.34,44118.73,5
8442,904,423,117,59,5,66,31,Delivered,412,2881.54,42905.34,50534.14,4
8443,239,443,10,119,107,5,12,Delivered,485,1415.62,1717.71,45127.18,3
8444,650,410,7,4,11,9,4,Delivered,289,423.96,29385.84,71788.74,5
8445,884,321,194,40,86,29,32,Delayed,422,1264.05,12066.11,75783.32,5
8446,410,80,123,96,131,35,50,Delivered,213,4122.37,9187.41,34956.99,3
8447,726,176,63,96,179,100,50,Delivered,295,1706.1,27496.81,41085.64,2
8448,1047,113,4,7,60,35,24,Delivered,107,2747.0,45701.9,14672.82,1
8449,318,111,284,38,66,50,36,Delivered,255,70.32,48247.2,25601.77,2
8450,525,309,250,32,185,30,2,Delivered,348,2612.77,7628.69,60918.31,1
8451,905,137,130,69,17,15,5,Delivered,321,3624.22,37869.75,51877.78,1
8452,1024,133,75,106,131,29,12,Delivered,3,2911.52,34566.13,49003.49,5
8453,620,372,254,67,131,25,25,Delivered,461,118.49,20222.49,37594.46,0
8454,953,328,167,56,40,75,41,In Transit,240,110.7,5307.53,32984.77,0
8455,801,189,201,20,80,57,24,Delayed,154,4436.25,26171.98,19455.29,3
8456,916,277,168,64,76,51,25,Delivered,109,1076.24,39261.68,73123.5,2
8457,320,225,284,120,63,68,44,Delivered,489,3416.34,800.82,78024.18,3
8458,876,103,51,17,51,58,45,Delivered,454,162.12,19199.84,17921.08,5
8459,329,107,56,16,129,12,45,Delivered,498,1527.67,4093.1,33530.53,2
8460,753,63,73,11,51,96,18,In Transit,473,1628.01,3273.89,14603.53,3
8461,657,404,282,13,4,69,20,Delivered,291,4262.12,11897.87,57067.17,4
8462,1038,442,88,18,132,37,33,Delivered,275,4023.46,44433.91,53438.54,4
8463,71,245,52,14,175,25,29,Delivered,178,4160.74,22241.25,2681.94,0
8464,827,173,125,34,167,68,29,Delayed,357,4709.23,36534.48,25608.93,4
8465,865,406,262,76,84,24,22,Delivered,163,1863.72,47932.24,26605.93,3
8466,928,333,268,86,49,36,12,Delivered,342,1093.16,761.06,57608.22,2
8467,106,487,63,85,185,2,34,Delivered,485,3686.49,39996.06,14855.78,1
8468,770,331,36,26,39,35,4,Delivered,267,420.81,6596.63,73756.39,3
8469,893,210,9,42,196,100,5,Delivered,473,4887.84,3220.65,7444.55,1
8470,196,191,241,61,145,8,10,In Transit,154,3726.73,33138.67,17921.94,5
8471,145,158,285,39,143,73,22,Delivered,266,1428.99,35756.32,2988.04,1
8472,471,319,90,2,105,28,25,Delivered,430,3956.25,35960.38,79347.98,5
8473,216,225,264,57,156,60,1,Delivered,156,4557.84,13333.04,66549.8,2
8474,260,172,299,50,16,54,10,Delivered,339,765.94,8062.68,54598.41,1
8475,934,323,205,113,134,44,15,Delivered,147,3305.21,6641.0,78946.26,3
8476,575,442,291,16,92,10,40,Delayed,164,720.23,14001.68,2267.86,4
8477,285,449,211,62,160,5,31,In Transit,245,2843.98,20878.0,67191.05,1
8478,484,36,278,98,25,47,17,Delivered,362,916.51,45110.99,55086.94,4
8479,372,134,207,11,39,31,12,Delivered,120,2554.3,48449.43,13579.98,4
8480,70,37,94,83,145,29,5,Delivered,274,2495.74,2092.3,63940.26,0
8481,379,93,199,63,46,3,38,Delivered,410,1496.26,1510.86,62419.35,2
8482,302,75,169,30,116,26,48,Delivered,305,275.77,29379.27,24539.06,5
8483,255,244,297,54,53,95,39,Delayed,183,3942.39,23500.57,38573.27,3
8484,944,183,227,71,114,2,9,Delivered,8,2379.04,25633.96,3708.87,2
8485,692,205,4,27,51,79,17,Delayed,261,3395.91,48875.23,1477.13,1
8486,834,459,98,86,146,77,29,Delivered,72,4366.71,36298.9,21729.94,3
8487,717,187,193,64,20,92,42,Delivered,286,1281.32,8074.88,25126.18,3
8488,424,166,266,81,87,56,17,Delivered,264,2895.31,49292.01,68563.29,2
8489,213,115,224,79,133,14,46,Delivered,164,4099.59,25475.74,37463.56,4
8490,100,409,67,9,62,76,14,Delivered,74,4664.86,28734.37,75374.35,1
8491,308,207,138,76,103,15,20,Delivered,155,347.1,48989.58,52944.2,2
8492,678,245,239,72,12,85,47,In Transit,243,751.26,5522.09,50340.06,1
8493,475,333,4,2,81,93,27,Delivered,125,613.74,4762.02,26501.23,3
8494,112,490,102,49,158,45,39,In Transit,361,538.93,8607.47,19308.74,2
8495,183,161,44,48,144,99,48,Delayed,271,4608.62,11227.41,37536.73,5
8496,597,13,119,55,2,47,20,Delivered,340,3201.69,26017.09,60122.21,2
8497,165,294,188,80,125,20,23,Delivered,38,4381.08,21305.03,30010.13,0
8498,815,442,231,67,117,18,9,Delivered,210,2154.51,32125.53,67164.86,0
8499,90,472,190,115,131,79,49,In Transit,364,4462.46,23721.41,56406.26,1
8500,455,404,110,112,8,61,19,Delivered,295,3183.95,34151.08,13408.66,2
8501,238,236,279,31,37,76,32,In Transit,374,3988.95,12487.1,27984.3,2
8502,534,273,106,107,181,98,12,Delivered,460,2892.02,36596.53,4711.71,4
8503,727,379,165,26,55,5,2,Delivered,494,1497.21,48308.93,31684.15,0
8504,58,114,126,105,49,58,36,Delivered,494,2826.86,2459.28,39168.06,4
8505,542,152,98,110,59,81,21,Delivered,299,3634.94,20167.34,66644.73,0
8506,1022,26,120,66,60,77,40,Delivered,369,3343.39,35826.48,33378.68,5
8507,618,168,299,30,89,60,43,In Transit,82,2331.8,10117.23,49949.21,3
8508,402,32,143,77,78,13,11,Delivered,163,111.23,13856.97,29356.83,5
8509,1006,221,195,101,119,100,28,Delivered,51,2898.35,47750.37,55249.68,2
8510,842,206,130,116,174,80,12,Delivered,294,4628.45,37365.0,14684.38,3
8511,839,421,104,78,100,40,5,Delivered,91,4627.82,47385.35,18245.11,1
8512,519,342,93,1,63,67,50,Delivered,72,4303.14,49508.7,68883.56,0
8513,197,98,297,96,127,52,15,In Transit,419,3098.76,14836.59,29141.47,1
8514,46,91,222,70,160,2,32,Delivered,180,2549.4,42628.36,20757.97,5
8515,530,476,200,22,66,89,17,Delivered,96,120.0,13106.09,1930.08,5
8516,1000,377,288,75,85,53,41,Delayed,9,1754.92,39136.63,57673.62,3
8517,776,214,258,113,4,67,36,In Transit,172,4268.92,39918.15,37971.91,1
8518,74,188,10,87,157,11,14,Delivered,8,796.8,48428.09,14705.6,3
8519,335,57,171,54,177,11,41,Delivered,72,4036.91,49807.78,70122.16,5
8520,633,107,101,14,93,10,9,Delivered,129,1360.0,32029.61,64074.8,4
8521,688,442,110,14,23,28,17,Delivered,25,2738.43,36904.61,22883.34,2
8522,575,195,247,84,131,11,44,Delivered,327,1464.83,40762.88,18580.09,4
8523,296,22,244,71,54,7,7,Delivered,416,1372.29,41774.81,33933.29,3
8524,1039,186,23,19,149,29,32,In Transit,446,4363.0,25763.6,29826.78,5
8525,478,368,225,26,80,65,44,Delivered,10,3457.46,11492.09,13410.21,5
8526,633,85,262,59,44,52,44,In Transit,368,1080.69,41281.91,78514.24,3
8527,319,80,269,22,148,15,6,In Transit,228,2391.68,31305.12,27416.99,1
8528,479,329,21,6,185,7,16,Delivered,493,2565.35,33246.36,42884.31,1
8529,368,77,120,63,197,68,2,Delayed,470,3649.08,20814.32,59684.1,0
8530,367,330,120,77,199,55,10,Delivered,401,3402.35,46254.32,74291.2,2
8531,378,383,198,74,180,3,4,In Transit,381,3370.68,44218.56,12779.4,2
8532,463,433,136,54,145,20,5,Delivered,395,1906.41,7623.62,12187.89,4
8533,13,377,77,19,194,3,37,In Transit,431,1160.51,9715.59,48907.45,1
8534,536,341,58,95,12,29,39,In Transit,184,2515.88,23853.88,21597.67,2
8535,270,177,86,10,186,20,26,Delivered,240,3776.22,32781.06,53599.8,4
8536,1094,426,1,37,133,10,30,Delivered,297,4490.37,14665.09,13536.67,1
8537,376,424,77,77,80,61,2,Delayed,400,3669.1,21887.2,46610.9,3
8538,257,455,10,17,126,99,18,Delivered,153,1978.76,8483.07,58867.43,1
8539,217,174,69,118,92,90,7,Delivered,30,4786.31,15894.77,58042.34,4
8540,450,406,148,55,72,94,46,Delivered,460,4333.58,30392.19,58494.15,5
8541,894,82,62,5,184,90,47,In Transit,169,4524.81,11014.75,52272.7,5
8542,32,21,13,21,46,37,23,Delivered,239,1421.57,47198.74,79430.19,5
8543,610,179,186,118,72,84,20,Delivered,445,4914.7,47513.26,76929.59,3
8544,917,498,165,39,93,51,15,Delivered,49,1352.18,30809.72,8546.44,4
8545,542,398,10,20,121,42,28,Delivered,346,821.31,6825.79,30285.97,0
8546,148,330,259,71,18,73,46,Delivered,474,1064.59,19667.26,64983.68,5
8547,656,225,162,15,44,75,3,Delivered,332,3247.19,36788.0,37187.49,3
8548,67,265,290,79,43,97,3,Delivered,298,2006.3,12394.66,24399.41,2
8549,570,402,196,53,79,30,12,Delivered,121,807.08,40276.46,71190.74,0
8550,748,269,34,87,77,94,34,Delayed,63,3739.86,884.86,31656.47,2
8551,443,251,160,33,150,45,36,Delivered,351,703.45,9915.82,3096.05,4
8552,897,273,85,44,60,87,8,Delivered,26,367.11,16073.33,37242.89,5
8553,399,382,58,66,63,100,9,Delivered,422,4287.36,48322.0,32856.14,1
8554,482,343,265,50,24,24,35,Delivered,123,2711.0,37877.17,18343.52,1
8555,948,409,297,32,193,31,24,Delivered,156,3191.58,1456.67,29391.87,1
8556,186,438,25,79,29,23,24,In Transit,454,4994.3,23424.5,10733.62,3
8557,169,272,36,71,129,53,35,Delivered,1,4780.32,34740.65,46278.26,2
8558,507,280,264,73,124,42,11,Delivered,66,2078.25,31090.5,34164.58,3
8559,521,223,114,55,1,36,6,Delivered,347,2469.98,23432.57,9412.36,1
8560,161,75,105,28,73,34,25,Delivered,170,304.09,13371.34,79589.67,5
8561,340,151,93,86,21,85,1,Delivered,8,2444.38,18960.69,78123.1,5
8562,704,425,89,3,156,26,9,Delivered,434,1404.86,35673.33,68626.39,2
8563,823,359,163,53,146,71,12,Delivered,266,3785.73,38009.99,20627.74,1
8564,785,342,38,42,97,25,13,Delivered,457,1814.98,24824.29,8545.04,4
8565,131,417,92,2,52,3,29,Delivered,308,73.3,45781.62,31825.4,2
8566,516,105,119,22,66,43,46,Delivered,11,3557.99,47959.79,62116.39,2
8567,536,42,211,25,115,82,32,In Transit,4,1029.99,39240.36,69796.82,4
8568,741,176,160,89,88,6,31,In Transit,158,1377.93,10552.15,31979.14,2
8569,781,245,101,32,62,54,26,In Transit,384,395.33,44021.57,33556.53,5
8570,588,253,179,108,19,52,40,Delivered,37,3901.08,22966.51,1627.22,4
8571,726,274,284,7,2,13,24,Delivered,359,1231.57,11471.98,68219.59,2
8572,943,447,297,62,198,66,15,Delayed,347,3815.24,39382.95,30832.79,1
8573,997,334,23,31,55,56,42,In Transit,401,126.87,20363.79,78957.6,3
8574,376,92,279,63,79,47,6,Delivered,265,3225.45,12317.99,28408.76,0
8575,204,11,32,37,185,77,29,Delivered,111,606.81,29589.69,1216.23,1
8576,989,152,138,68,11,65,31,Delivered,6,2112.63,6343.06,18175.53,0
8577,661,189,81,97,144,66,16,Delivered,221,1552.27,19239.49,43842.44,5
8578,75,448,195,79,85,68,10,In Transit,453,3902.99,17636.6,64125.77,5
8579,741,164,292,9,190,13,45,Delivered,237,3966.65,20370.67,2830.82,0
8580,304,126,93,70,27,30,40,Delivered,49,4260.14,22472.68,2091.72,2
8581,1086,211,46,46,22,76,4,Delivered,257,83.42,32059.14,22344.43,2
8582,570,461,27,95,3,33,29,Delayed,247,4249.46,3372.05,15241.82,1
8583,786,97,162,34,3,38,8,Delivered,274,1212.69,23418.45,39352.72,4
8584,987,309,101,108,149,43,40,Delivered,14,4176.24,25101.76,71959.61,3
8585,229,339,187,119,43,98,11,Delivered,396,4182.51,17181.26,19377.69,3
8586,1072,47,194,60,198,3,1,Delivered,196,1119.42,37341.58,29826.36,0
8587,268,308,158,102,89,43,43,Delivered,72,1233.64,35962.7,58165.94,0
8588,727,224,9,13,37,73,37,Delivered,326,814.36,26316.64,44614.55,5
8589,802,463,212,36,94,71,23,In Transit,444,897.41,42952.18,15540.56,5
8590,254,57,167,96,184,4,30,Delivered,468,4774.51,6314.07,23118.43,2
8591,957,75,274,86,39,92,15,Delivered,471,1926.88,19081.38,61588.57,1
8592,870,254,298,48,148,32,29,Delivered,383,203.8,34141.0,9965.11,4
8593,87,151,111,93,65,1,24,Delivered,247,1650.07,46199.32,4171.72,1
8594,1049,59,203,75,163,13,9,Delivered,337,248.08,43077.57,65030.77,4
8595,222,325,248,6,43,36,43,Delivered,321,4907.7,8593.67,4279.04,0
8596,990,440,65,5,21,26,11,Delivered,53,3326.98,3574.82,22616.72,1
8597,397,86,203,65,10,77,15,Delivered,167,2564.15,28022.42,46758.46,0
8598,938,170,161,115,45,22,44,Delayed,102,567.25,25049.6,2630.15,1
8599,511,146,133,103,93,88,46,Delivered,497,1335.53,18466.47,72016.91,1
8600,561,327,178,50,3,11,38,Delivered,375,3854.91,10767.49,73390.28,4
8601,846,33,193,74,43,25,48,Delivered,49,4510.15,20295.33,31673.95,1
8602,440,3,266,74,180,79,26,Delivered,78,4103.22,24087.33,67744.71,0
8603,311,284,60,113,41,45,45,Delivered,386,3344.87,15087.1,2649.08,4
8604,35,257,205,24,121,36,37,In Transit,400,2716.34,1105.92,10544.17,0
8605,217,126,155,7,107,34,24,In Transit,123,2326.01,28125.16,17221.09,3
8606,721,447,72,86,169,34,22,Delivered,493,791.04,47863.3,22327.57,3
8607,1016,113,156,58,9,32,18,Delayed,48,595.68,17692.32,49255.33,2
8608,519,303,173,21,174,25,9,Delivered,429,4038.46,38570.17,77635.41,1
8609,269,293,62,86,144,67,29,Delivered,410,3948.64,44801.25,13362.68,5
8610,638,342,205,33,124,59,32,Delivered,11,94.14,21954.98,67787.16,0
8611,475,48,60,44,113,57,12,In Transit,55,2603.07,18377.37,61624.37,3
8612,90,364,86,25,121,29,41,In Transit,97,762.02,44613.81,31056.12,4
8613,1066,275,143,95,47,21,17,Delivered,397,3835.63,5707.01,45943.35,5
8614,982,398,7,113,156,73,25,In Transit,155,922.4,24764.0,28903.16,1
8615,288,195,295,80,28,85,14,In Transit,446,2565.45,32404.66,20191.93,4
8616,481,339,179,116,75,21,25,Delivered,12,3367.37,33835.07,11513.27,5
8617,637,225,227,15,94,71,27,Delivered,485,1955.2,6096.85,53117.91,2
8618,501,213,7,29,139,47,13,In Transit,191,3357.88,6018.39,15300.62,1
8619,52,321,140,83,29,32,37,Delayed,495,4570.84,14700.71,69504.04,4
8620,103,282,14,52,184,22,10,Delivered,131,3600.21,39174.03,48161.86,5
8621,699,138,34,17,200,42,9,Delivered,260,1616.81,49093.67,55072.41,2
8622,1038,355,240,90,57,11,13,Delivered,271,1763.85,29742.48,49754.1,3
8623,470,333,97,100,181,58,7,Delivered,220,1676.23,33318.93,51812.36,4
8624,427,70,268,36,74,98,14,In Transit,47,2403.55,49131.69,71720.58,2
8625,110,299,126,35,119,78,36,Delayed,334,455.92,11936.55,26558.3,5
8626,515,70,34,40,59,41,40,In Transit,152,106.57,5093.02,57233.43,2
8627,68,483,283,23,35,86,5,Delivered,41,1553.61,8998.88,14094.64,3
8628,389,208,18,73,180,25,13,Delivered,454,4086.52,15705.23,51735.59,2
8629,308,489,293,34,36,16,20,Delivered,203,4343.16,34213.91,33037.96,0
8630,1090,200,68,58,77,97,28,Delivered,221,3741.57,15449.63,67785.3,5
8631,460,59,237,115,58,66,15,Delivered,400,926.17,25200.09,28345.91,5
8632,347,259,80,118,2,70,39,Delivered,333,2471.16,1850.28,68563.52,4
8633,325,389,86,82,28,34,21,Delivered,459,2540.06,46980.1,37114.31,4
8634,667,341,60,80,70,46,17,Delivered,226,962.42,29700.06,71794.28,2
8635,1057,351,48,61,63,48,6,Delivered,82,1836.13,27543.79,79934.81,0
8636,68,334,179,96,180,37,46,Delivered,57,1475.75,37375.87,78450.43,4
8637,187,357,84,28,60,22,46,In Transit,41,1269.01,47462.7,35742.79,4
8638,192,339,95,60,90,80,25,Delivered,431,2034.03,30766.34,77317.21,4
8639,428,165,252,32,164,7,10,Delivered,430,1594.26,34110.28,68085.74,3
8640,216,245,180,114,104,47,14,Delivered,330,4642.84,14288.59,1985.28,4
8641,177,84,84,58,190,77,19,Delivered,231,3151.03,41286.38,26754.66,2
8642,561,436,150,82,116,17,11,Delivered,190,2907.68,39505.46,8080.27,4
8643,881,450,39,44,43,3,32,Delivered,420,2092.04,1567.43,11585.1,2
8644,626,377,279,34,167,12,10,Delivered,158,2276.62,38994.82,72961.37,4
8645,607,447,113,93,133,70,47,Delivered,15,2255.96,10049.61,24802.59,1
8646,179,391,127,21,178,76,34,Delayed,244,92.51,9348.58,46885.73,5
8647,395,481,41,1,16,75,44,Delivered,18,4790.01,16775.62,37242.17,1
8648,876,309,158,55,52,19,29,Delivered,413,3581.76,47517.79,73789.31,4
8649,962,114,206,80,197,31,29,Delivered,314,2738.81,29736.41,19553.8,1
8650,198,234,47,49,71,2,22,Delivered,221,1186.35,47323.84,35891.12,1
8651,969,262,185,97,3,96,50,In Transit,278,26.63,4378.87,7743.96,2
8652,669,391,72,21,89,18,14,Delivered,311,1395.35,26842.12,50740.82,5
8653,457,172,57,119,138,55,2,Delayed,23,3912.35,25500.17,71002.54,1
8654,72,18,239,99,51,4,12,Delivered,93,4856.34,22399.44,25146.39,2
8655,223,235,62,55,197,22,22,Delivered,428,3800.72,49576.81,63672.98,2
8656,276,310,57,27,160,78,1,Delivered,70,2160.84,23921.76,11669.46,2
8657,573,383,243,20,133,78,50,Delivered,188,4238.54,12313.83,37889.04,5
8658,924,157,124,95,118,93,12,Delivered,230,4979.69,32362.8,22920.14,0
8659,471,211,153,16,171,34,12,In Transit,108,1543.56,12717.14,53801.44,3
8660,454,281,255,117,140,48,4,Delivered,117,2051.74,7019.99,55435.45,2
8661,969,319,217,78,159,70,17,Delivered,128,2161.44,29361.38,33216.33,3
8662,7,196,232,48,150,76,48,Delivered,344,1920.77,36358.58,27405.34,4
8663,188,115,17,32,59,24,19,Delivered,5,3220.61,22846.22,62332.08,0
8664,4,397,80,120,52,45,1,Delivered,489,4359.75,16442.19,43876.03,0
8665,907,160,176,105,47,93,17,Delivered,343,4330.51,8077.77,44104.83,2
8666,1039,155,39,32,105,10,34,Delivered,290,520.92,40182.16,63349.31,0
8667,960,51,143,53,49,46,43,In Transit,140,151.7,44617.59,50072.42,2
8668,525,418,17,53,56,36,7,In Transit,459,2181.6,13029.72,12779.12,2
8669,630,284,249,2,31,98,33,Delayed,67,721.43,21697.38,9545.87,2
8670,775,73,35,57,187,51,6,In Transit,216,354.03,15676.06,21352.1,1
8671,360,328,289,109,70,32,6,In Transit,477,542.88,41622.76,30025.72,5
8672,518,341,146,22,76,32,32,Delayed,297,3176.1,46148.01,22298.99,4
8673,1054,110,215,101,171,15,28,In Transit,223,1755.27,7995.67,19759.5,5
8674,921,286,165,117,81,9,37,Delivered,264,3159.04,2307.14,5802.21,1
8675,852,221,111,52,74,58,29,In Transit,130,236.25,4737.66,41754.49,5
8676,935,9,135,81,109,36,43,In Transit,93,4664.6,14877.91,2628.77,5
8677,901,397,74,96,5,22,30,Delivered,442,4834.99,36355.07,41823.72,5
8678,399,82,156,102,4,13,22,Delivered,37,4672.11,16664.0,11827.95,4
8679,168,320,215,81,143,41,5,Delivered,208,1189.56,49217.45,70074.69,0
8680,377,294,274,58,130,78,29,Delivered,316,4301.09,4736.7,32061.18,5
8681,607,375,279,34,177,26,2,In Transit,41,1944.17,33736.08,62114.83,1
8682,1011,22,148,71,56,61,10,Delivered,456,3492.44,23373.38,20598.39,4
8683,589,415,31,93,136,44,46,Delivered,36,948.15,15819.85,79317.93,4
8684,48,99,14,17,16,89,20,Delayed,206,2109.54,28265.69,36956.4,1
8685,1025,170,23,88,192,86,18,Delivered,76,4473.56,12761.01,55193.36,1
8686,173,190,2,72,24,30,45,In Transit,375,2290.71,30907.73,72688.7,2
8687,506,106,178,23,55,77,35,In Transit,91,4652.78,49754.2,24203.25,5
8688,398,320,59,119,182,96,36,In Transit,275,1788.98,15948.76,32530.45,3
8689,294,458,289,33,69,37,18,Delivered,51,2976.25,18916.5,52708.63,3
8690,552,265,176,29,60,58,12,Delivered,243,2212.27,43516.83,13599.95,5
8691,850,382,172,19,159,83,50,In Transit,310,651.38,18266.7,56426.82,2
8692,1040,351,83,69,20,35,46,Delivered,333,2399.76,45594.01,65354.0,5
8693,885,428,223,37,54,49,25,Delivered,413,1803.53,35072.39,48490.16,0
8694,1004,447,35,87,137,59,36,Delivered,377,986.96,1455.58,26325.08,1
